,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,58,60,63,66,69,70,72,75,78,81,87,90,93,96,99,105,108,1,4,7,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52,55,61,64,67,73,76,79,82,85,88,91,94,97,100,102,103,106,109,2,5,8,11,14,17,20,23,26,29,32,35,38,41,44,47,50,53,56,59,62,65,68,71,74,77,80,83,86,89,92,95,98,101,104,107
Mlip,6.53065125123321,6.80038993908287,6.21021650642625,6.42805929699869,6.75116339011689,6.99061748401315,6.56725448029011,7.23346637665029,6.61340167763825,6.12716562522064,6.74378479979839,6.649297627525,6.35611609925452,6.5774179939885,6.42705012564647,6.34232890644329,6.24969448499824,7.32628162375646,6.86180423481385,6.88190623914441,6.60699250380481,6.54919042319478,6.26463029575415,6.77465476982117,6.93905760418418,6.34759582357274,6.41955699619065,7.11245159740643,6.60876264308272,6.68093324331864,6.59483495993218,6.7588721956052,6.70026687845344,6.49449270051482,6.91806761095833,6.51919351000618,7.19238417816948,6.75913713253456,6.49409004026422,6.68845746393575,7.43141483900049,6.56439374374158,NA,6.49011895859376,6.80980079948705,6.95529028214523,6.31312577867775,6.5488530624696,6.71867354836543,6.17274215310434,6.50507616079896,6.5257176950265,6.88964803796944,6.61711878991721,6.74509890215485,7.006154153186,7.93235804847131,7.63945741146663,6.85965923351125,7.02481654468188,7.2735857595636,6.37840136493194,6.64131411168729,7.20115145144123,6.33347995730704,7.47957466411295,6.32687079246631,6.96062101412115,6.87084988190154,6.62315677846328,6.41737225134933,6.97382635625003,6.50914664437287,5.00404057230253,NA,4.95594827090314,5.15475152548839,NA,5.48687355666765,4.8643749972924,8.20487020215773,5.87203303878542,4.2612603750655,NA,6.96459936881508,NA,NA,6.06943731099633,NA,6.44491996557057,5.26002535723582,6.53472949777537,4.18264531139391,9.41982982467606,3.8453434125797,4.80602385041698,NA,5.04003146980072,4.60339260649336,NA,5.46750542744305,4.47125323224906,3.20521454934244,3.96618919331987,4.69879240133132,5.11891921715116,5.95334639921975,3.99524735094353
Abr,NA,3.38276662264629,3.52597917248069,NA,NA,5.5762083336298,NA,NA,NA,NA,4.30839097339019,3.97022923273704,NA,3.96591838637293,4.30222822032959,4.71500667911917,NA,4.20871526902034,NA,5.50541712935892,4.05853003062418,NA,4.17287961684874,NA,4.82956654975382,4.03466061959252,4.23664971347048,NA,NA,NA,4.08309589170575,3.49274596792351,4.14266551475892,NA,NA,NA,NA,NA,5.43728029402469,NA,NA,NA,4.38568996551838,NA,NA,NA,NA,5.01590365427055,4.88375562201389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99288786993628,4.56794830241316,NA,NA,6.02053323792882,5.50525828729479,NA,5.34114592356238,4.65756454673221,NA,5.38360832502276,NA,4.68595360552453,4.55691586788933,5.4003752456703,NA,NA,5.37212483538443,NA,5.26905118097136,4.31986117212921,NA,4.40954126946824,5.05638171245456,5.18062716776177,NA,4.7231068875081,5.19668496423816,4.30553173121593,5.2840309273677,5.29525101853492,4.3953593220627,4.89403504440932,5.2194285255656,NA,NA,4.89492283365527,5.21681126908525,5.68126232910835,4.946071338192
Acss3,2.59476492622272,2.56045680582572,2.61044579193079,3.10984451990483,NA,1.63181661824637,NA,1.12936886812983,3.00766858318391,2.2692078816643,1.26463502004047,4.06745963637491,2.52811532408613,2.41628598291667,2.49082125956573,2.53031429007128,NA,NA,2.98934027107996,3.26647945867816,3.13063670081547,1.81194661988523,2.00084693789095,NA,NA,NA,2.13819288437733,3.13512260234303,3.22151012629369,3.2294320107598,3.13954573184845,1.8434544466074,3.13304121599732,3.18177677451322,3.21440109571057,1.73895945525989,3.80037315124729,NA,NA,NA,NA,NA,6.26150271813365,NA,NA,3.36345597660561,NA,3.43195674404552,NA,NA,3.87189038944134,NA,NA,NA,3.53192670423011,2.4304175844271,2.85699611172704,NA,3.59078907144085,2.10461043021749,3.3376512987646,NA,NA,3.44446430160207,NA,1.15189635706363,NA,2.0807402842096,2.80756315345059,NA,1.72141611058475,1.96354383259191,2.87899581548854,NA,NA,4.34859147324957,3.74833321899973,3.61171916210488,3.30639078049692,3.17633768178509,4.06874810608412,3.36238505240631,3.30799301814937,3.50816229603547,2.83299119675996,2.65616820397342,3.13591590731612,3.62154720221269,4.19699121238805,2.85531923868584,2.63682671279451,1.75131695707893,3.56463318859042,NA,4.01806804763018,4.11980030443284,NA,4.46683809737964,4.08268214744772,3.26596822515917,3.45703939022546,4.41625234604167,3.58294384726597,3.87780815588271,3.18217078823822,3.10764251945009,3.05085451910775,3.55172292762163
Tjp1,4.66037103028975,5.01688529136143,4.55614162651619,4.74891083205542,NA,4.84112002085411,4.51308974800576,4.8564374972326,4.50854762939478,4.74600537735961,4.33898318777514,4.15949043272286,4.90974076417523,4.61088696532258,5.07115888419482,4.64616611658752,4.74911375548095,5.04880247424329,4.67347363703807,4.87897084681037,4.90274504576467,4.92688040671824,4.72599649707429,5.38434413199617,4.78866666347144,4.86038627163872,4.7059704372208,4.91307338160755,4.73137093081357,4.7573094298167,4.73343732438207,5.29749845707677,4.30629384135031,4.5106562526073,5.37763485392269,3.95665585026696,4.76816160395423,NA,NA,NA,3.21504309609992,NA,5.77083555741955,3.47859288135143,3.69002366281691,4.72576523335419,NA,4.92620404529486,NA,NA,NA,NA,4.29966150084703,5.01810065696462,NA,5.80139517428995,5.11980125410184,4.61541995065471,6.87359787221268,4.05035037633102,4.57423387118645,NA,3.83963659674221,4.83169894406972,4.90829127594509,4.19594195606211,NA,3.77259004081827,3.48989608990222,4.15480914902989,4.69353545080685,4.28750962720105,6.46226273780165,6.63842309788135,NA,5.62532157149875,5.44950598647827,4.94465478610634,4.72906108571223,4.86786596855484,6.03337510816919,5.37113240225334,5.45478034707225,5.375879556079,NA,NA,6.10215785902346,5.56928754099995,5.77299448716585,4.49620622892532,4.48128529522638,5.38551856301025,4.97202242764824,7.00158979127332,5.60712404682652,5.06880238225748,5.01833450543854,5.77932490646212,NA,5.72661388525645,5.36693833506991,5.38783288351672,4.24604439650729,4.73927639325287,5.07134402341004,4.99928790210395,4.61233050730551,6.1545738512877
Pik3ca,6.25039832591818,6.71784206593898,6.93467450190999,7.53213698974316,7.47296359222382,7.76018603673913,6.75948156925485,7.08785142923726,7.00579054238459,5.98891269337344,6.42422268400636,6.7079878097358,6.14192080481122,6.22624048244222,6.2237167185468,6.11905620494637,6.54100867574694,6.32880241674007,6.50274951175495,6.22957341891976,5.35864355556923,6.21916852046216,6.11839379189969,6.35780863024401,6.6912765491807,6.40589116542909,5.74362282808516,6.01392628062554,6.16456264224864,5.77671333575699,5.82129470739496,6.13780590009936,6.3763436222475,5.8403925229555,5.97834815713465,6.4042138588892,6.44967902011746,7.56359348404073,7.16934258886138,NA,7.57905566231246,7.38156869420508,NA,7.07243555067096,7.13150548213357,6.36536516468353,7.8597419711674,7.45181441480996,7.9356826740519,7.253874456573,7.18350711664125,6.65757370505389,7.60713793435973,8.27372190985137,6.75426425530771,6.23170957683686,6.66717208546705,7.07141506079814,6.87433612229272,6.02586342695041,6.2734323794817,6.67149765936712,6.78141914950446,6.58326586919735,6.86827914766547,6.50966592781559,7.34215865032754,6.78400464461851,6.43398141198908,6.84051536678192,6.68213873836647,6.20878803912311,NA,5.6276025680557,NA,NA,NA,NA,5.96336258670944,NA,NA,NA,NA,NA,7.17883456935106,NA,NA,NA,NA,5.0165242054701,5.38445625589993,NA,NA,NA,3.48644273944827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95745289056675,NA
Ola1,8.30317064244484,8.03203950334654,8.22151351887896,8.07918184893137,8.1057734630964,8.1081227291392,8.36914934706828,8.28830610107436,8.14864849276352,8.31705841757614,8.09062272594351,8.00763299999585,7.94422287237079,8.06373475300344,8.01277813700121,8.1916791580677,8.11499569148288,8.30845583038535,8.30649828214852,7.97303086589172,7.81994516882515,7.56252065621952,7.70874301898726,7.63076392589427,8.28380321735861,7.79283854015385,8.10772168765031,8.35236677483824,8.07275053448492,8.06102469928747,7.88667311933013,8.27851510812657,7.91280858633152,7.8402138572836,8.0155081240688,8.28043365802374,8.73337660249708,8.93044499382631,8.87580136814071,8.51723769731067,8.75963709764845,8.76721781834848,7.71935215695764,8.76531857832662,8.69061081571998,8.92703970137681,9.0448359949784,8.44464981944414,8.78100384691406,8.31105382184146,8.91672695656784,8.63457710364768,8.78861359855161,8.76015100431362,8.71306173908266,8.79506116205601,8.73814381321766,8.92833538611368,8.67346328510003,8.66703550723956,8.58910031118279,8.59834004247478,8.31107489300532,8.3708146953718,8.312045773459,8.81668789566397,8.53747389182122,8.8055413803649,8.3818914330957,8.33057692343493,8.57130743942184,8.54979242194669,8.27959612945644,7.80624614161326,7.36171987154228,7.44127872414,7.69576183445244,7.85190589297901,8.11905763018454,7.76802739232883,7.67063031854413,7.8664001837433,7.77002312067849,7.83594736350414,8.69811200086959,8.45288356666152,7.25074064996207,7.99532896485361,7.40688903862976,8.22401522107562,7.91419322311061,7.71017709115043,7.39018654087053,10.4236099090452,7.23644315952007,7.0438905496675,7.91571055107261,7.83057052445234,7.90903177215169,7.35041426138231,7.23039650887616,7.35999279710381,7.36296434350701,7.29080001907305,7.55024760262828,7.58605646878376,7.87534224409292,7.8652964211365
Eif3j,7.10998747152104,7.23863025359654,7.30934686745609,7.53742732373023,7.44429948917696,7.41080327025209,7.29304653609149,7.14080184868529,7.12894160573038,7.19816743503951,7.2432101640823,7.58286508158611,7.21097998668161,7.05691136280984,6.9838591612914,7.22382393327222,7.30559880415941,6.82823131711657,7.51439767105848,7.33643164631932,6.52905671829635,7.18089770127121,6.95218721993177,7.3274251812382,7.0500334533471,7.13754748809952,6.97656962958089,7.17080100614869,6.7520902651534,6.55902529399531,7.13662648966933,7.31086028544247,6.96115370345712,6.77610487183776,6.70440003863138,6.91354475950118,7.52158366722295,7.57105740756461,8.4739057484344,8.26157344766003,8.05845885138732,8.064108233741,7.18654500283834,7.411332022019,7.51646734960719,7.37414746499321,7.94587297426433,7.723718223361,7.53160419896901,7.843463072832,7.78238149140442,7.84163498204097,7.70448500013512,7.7130939471892,7.42198890328279,7.37822181661042,7.51144599637282,7.94900353010331,7.33342768113111,7.11398580701794,6.93418720755381,7.35886833799385,7.4649321938571,7.47231650996072,7.86612507707219,7.2124567542808,7.75227681434785,7.09599670319989,6.87676141931402,7.31957979103084,7.68730113636676,7.23996832790979,7.19713688626495,7.18088768803532,7.10656038464783,7.06918307795761,6.80015459530353,6.00226186164692,7.29656086282306,7.21233948789927,7.16301787465514,6.89148113264716,6.68510133273551,7.55300990442834,7.62816082089428,6.60516705246261,7.0157053073026,6.58869359368651,7.34184087560998,7.45409153636773,6.95321520973771,6.63714588787849,7.10940697125497,9.1439475594764,6.70767118841599,6.83933096253532,7.29498343990344,7.31659076198765,5.90436799718848,6.56940066240839,6.88147043247216,6.66126108899338,5.92894977630826,7.18985576985965,6.21852421501472,6.76538646946516,6.20446114578232,6.89857786279633
Drap1,4.75144006449492,5.36147799671894,4.57072269061856,4.46506924989045,4.90154557534036,5.59101789602526,NA,4.26047021754574,5.44563362566028,4.3095394967908,4.97825719641095,4.64692923014497,5.24596623041063,NA,NA,5.08513332810501,4.13170250272339,5.27882403377602,NA,NA,NA,3.90781689483505,4.50638180096752,5.1893273538262,NA,4.42593975887995,4.38462488649074,NA,NA,NA,3.75273711088159,5.60693028485856,4.38136392547612,3.47654400286257,NA,NA,3.57425443198256,4.41809129957191,4.14274029175618,3.84228549962624,3.86070452568763,NA,5.60004344380122,NA,4.16002465537395,NA,3.91634127521225,NA,3.9903312268639,3.90127064443514,3.56535372549278,4.21300288222434,4.21121621660108,3.02364489350662,NA,NA,NA,NA,NA,NA,NA,NA,1.93461421771668,NA,4.21216802432392,NA,NA,4.57214276401825,4.28508270145475,NA,NA,NA,5.17170228330661,NA,6.1972141429596,5.05571122667692,5.22088693532333,5.91208090262975,5.67934736641808,5.44406677331782,5.39391751342893,5.39111966439433,3.48497392576889,4.75910674906591,NA,7.13403816743092,5.74473264240557,6.4723235760154,4.67602603291779,3.99066664493273,4.74965321082631,5.52926062993491,5.04109127653251,NA,NA,5.024960567741,4.89847564161522,4.78906404075478,4.87346654855949,5.21697641098691,4.37219685525682,5.13049468102107,5.65080623308805,4.826061677598,5.24445776719998,3.22040534183704,NA,5.17202273406676
Trim72,7.34227003130225,7.34379607468251,7.28312156765378,7.95806766702423,7.78409802879193,7.6763705528417,7.7835280415058,7.52003052753255,7.83037264832157,7.0134763676395,7.3738604168429,7.12195476084032,7.11620861972719,7.83462988765637,7.76616491501301,7.28414476889581,7.42046361101383,7.34202609440491,7.4767001055767,7.77704667721321,7.0951478068966,7.2137291494939,7.11227834180204,7.40141964966479,7.35608049234802,7.41310066399976,7.0802804784515,8.22473905776589,7.44571924115247,7.16949888016417,7.25797317536044,7.50985580984642,7.16127937737886,7.17005616091515,7.53361371478634,7.42550828070003,8.09646600534761,8.0801176327143,8.07293890315521,8.56628205734759,8.42135784158153,8.03569719764666,8.17164930054996,7.94610820480928,8.05541881517636,8.10702067456399,8.26680941197263,8.58681161920979,7.69094856815772,8.53075351468939,8.42939013929337,7.78762651405865,8.63060019602921,8.76541581039918,7.82207275463929,8.4375475058472,7.93975540345935,8.37272559956662,7.96100599442621,8.51646975420312,8.7101011899484,8.06622422388884,8.2403907349254,8.4064853010376,8.22728630495206,8.31337160611128,8.02720560284641,8.64607819966546,8.19955448393838,8.39223958624508,8.53494756548075,8.46726498035255,5.71517985721839,6.33397532676994,6.63212769328254,6.16476363823704,5.77022007122078,5.3458244121036,6.09965520800663,6.72191847374171,6.32331429681009,6.5834943980184,5.47796511321564,5.90990653911502,7.95147637776814,6.14054100844497,6.03224772653419,6.22129844269573,6.06150403151257,6.74611355831682,6.76997471089885,4.86322903091773,6.03481692604512,9.12147581399973,5.84624789156949,7.59382489288415,6.18423718043016,5.43795407071443,6.86784683789862,6.07023971160665,5.56207271013092,6.65578411184727,6.21101876669946,5.45703613278932,7.32248039743029,5.80769953412845,6.75902311500965,6.97761218847532
